geneName	geneChromosome	strand	exonNumber	geneLength
Slc7a14	chr3	-	8	8840
Slc7a15	chr12	-	8	2666
Slc7a2	chr8	+	13	7857
Slc7a3	chrX	-	13	2371
Slc7a4	chr16	-	5	3231
Slc7a5	chr8	-	10	3513
Slc7a6	chr8	+	10	3730
Slc7a6os	chr8	-	5	1525
Slc7a7	chr14	-	12	2278
Slc7a8	chr14	-	11	4034
Slc7a9	chr7	+	14	1984
Slc8a1	chr17	-	11	18599
Slc8a2	chr7	+	10	4235
Slc8a3	chr12	-	9	5068
Slc9a1	chr4	+	12	4606
Slc9a10	chr16	+	28	3836
Slc9a2	chr1	+	12	3493
Slc9a3	chr13	+	16	2490
Slc9a3r1	chr11	+	6	1922
Slc9a3r2	chr17	-	8	2257
Slc9a4	chr1	+	12	3822
Slc9a5	chr8	+	16	5222
Slc9a6	chrX	+	16	4916
Slc9a7	chrX	-	17	2469
Slc9a8	chr2	+	17	4510
Slc9a9	chr9	+	16	3492
Slco1a1	chr6	-	14	3967
Slco1a4	chr6	-	17	3823
Slco1a5	chr6	-	15	2538
Slco1a6	chr6	-	15	2804
Slco1b2	chr6	+	16	3296
Slco1c1	chr6	+	15	3178
Slco2a1	chr9	+	14	4033
Slco2b1	chr7	-	14	4381
Slco3a1	chr7	-	11	5368
Slco4a1	chr2	+	12	3087
Slco4c1	chr1	-	13	2394
Slco5a1	chr1	-	9	8511
Slco6b1	chr1	-	15	2475
Slco6c1	chr1	-	14	2433
Slco6d1	chr1	+	14	2328
Slfn1	chr11	+	2	1857
Slfn10-ps	chr11	-	5	3498
Slfn14-ps	chr11	-	5	3704
Slfn2	chr11	+	2	1664
Slfn3	chr11	+	3	1816
Slfn4	chr11	+	8	3958
Slfn5	chr11	+	6	5989
Slfn8	chr11	-	6	4011
Slfn9	chr11	-	5	3856
Slfnl1	chr4	+	5	1762
Slit1	chr19	-	37	509
Slit2	chr5	+	36	785
Slit3	chr11	+	36	487
Slitrk1	chr14	-	1	425
Slitrk2	chrX	+	3	793
Slitrk3	chr3	-	2	373
Slitrk4	chrX	-	3	392
Slitrk5	chr14	+	2	479
Slitrk6	chr14	-	2	424
Slk	chr19	+	19	7030
Slmap	chr14	-	23	4501
Slmo1	chr18	+	7	2167
Slmo2	chr2	-	6	1389
Sln	chr9	+	2	520
Slpi	chr2	-	4	876
Sltm	chr9	+	21	368
Slu7	chr11	+	17	3732
Slurp1	chr15	-	3	525
Slx	chrX	-	9	924
Slx1b	chr7	-	6	3692
Slx4	chr16	-	15	5706
Slxl1	chrX	+	6	743
Sly	chrY_random	+|-	30	2751
Smad1	chr8	-	7	3045
Smad2	chr18	+	11	2512
Smad3	chr9	-	9	5090
Smad4	chr18	-	12	3341
Smad5	chr13	+	8	7175
Smad6	chr9	-	4	2971
Smad7	chr18	+	4	4441
Smad9	chr3	+	6	5368
Smagp	chr15	-	4	1144
Smap1	chr1	-	10	2259
Smap2	chr4	-	10	2905
Smarca1	chrX	-	24	4055
Smarca2	chr19	+	36	6086
Smarca4	chr9	+	34	6376
Smarca5	chr8	-	24	4638
Smarca5-ps	chr4	+	1	3752
Smarcad1	chr6	+	24	5098
Smarcal1	chr1	+	17	6715
Smarcb1	chr10	-	9	1657
Smarcc1	chr9	+	28	5673
Smarcc2	chr10	+	29	5028
Smarcd1	chr15	+	13	3153
Smarcd2	chr11	-	13	2869
Smarcd3	chr5	-	13	1725
Smarce1	chr11	-	11	2918
Smc1a	chrX	+	25	3970
Smc1b	chr15	-	25	4040
Smc2	chr4	+	25	5321
Smc3	chr19	+	29	4851
Smc4	chr3	+	24	4082
Smc5	chr19	-	24	3419
Smc6	chr12	+	27	5603
Smchd1	chr17	-	48	7047
Smcp	chr3	-	2	889
Smcr7	chr11	+	4	2522
Smcr7l	chr15	+	6	5086
Smcr8	chr11	+	2	8077
Smek1	chr12	-	15	4594
Smek2	chr11	+	16	5108
Smg1	chr7	-	63	15553
Smg5	chr3	+	22	4447
Smg6	chr11	+	19	5799
Smg7	chr1	-	24	6069
Smgc	chr15	+	18	2977
Smn1	chr13	+	9	1227
Smndc1	chr19	-	6	2125
Smo	chr6	+	12	3977
Smoc1	chr12	+	13	3496
Smoc2	chr17	+	13	2832
Smok2a	chr17	+	3	1787
Smok2b	chr17	+	1	1584
Smok3a	chr5	+	2	2728
Smok3b	chr5	+	3	2331
Smok4a	chr17	+	3	2318
Smox	chr2	+	8	2262
Smpd1	chr7	+	6	2412
Smpd2	chr10	-	10	1602
Smpd3	chr8	-	9	5148
Smpd4	chr16	+	21	4664
Smpdl3a	chr10	+	8	1791
Smpdl3b	chr4	-	8	1925
Smpx	chrX	+	6	942
Smr2	chr5	+	3	676
Smr3a	chr5	+	3	663
Sms	chrX	-	11	3377
Smtn	chr11	-	22	329
Smtnl1	chr2	-	8	173
Smtnl2	chr11	-	8	260
Smu1	chr4	-	12	3273
Smug1	chr15	-	6	3611
Smurf1	chr5	-	18	5333
Smurf2	chr11	-	19	5331
Smyd1	chr6	-	10	3361
Smyd2	chr1	-	12	1605
Smyd3	chr1	-	12	3761
Smyd4	chr11	+	11	3517
Smyd5	chr6	+	13	2493
Snai1	chr2	+	3	1586
Snai2	chr16	+	3	2011
Snai3	chr8	-	3	1589
Snap23	chr2	+	9	2223
Snap25	chr2	+	8	2119
Snap29	chr16	+	5	3432
Snap47	chr11	-	5	1837
Snap91	chr9	-	29	4160
Snapc1	chr12	+	10	2125
Snapc2	chr8	+	5	1514
Snapc3	chr4	+	9	1385
Snapc4	chr2	-	24	4491
Snapc5	chr9	+	3	761
Snapin	chr3	-	4	1916
Snca	chr6	-	7	1463
Sncaip	chr18	+	14	3984
Sncb	chr13	-	6	1196
Sncg	chr14	-	5	732
Snd1	chr6	+	24	3482
Sned1	chr1	+	31	4474
Snf8	chr11	+	8	947
Snhg1	chr19	+	10	476
Snhg10	chr12	-	2	529
Snhg11	chr2	+	5	5864
Snhg12	chr4	+	5	606
Snhg3	chr4	-	3	437
Snhg4	chr18	+	4	1151
Snhg5	chr9	-	5	1010
Snhg6	chr1	-	4	407
Snhg7	chr2	-	4	742
Snhg8	chr3	-	1	785
Snhg9	chr17	-	2	183
Snip1	chr4	+	4	2325
Snn	chr16	+	2	2904
Snora15	chr5	+	1	116
Snora16a	chr4	+	1	136
Snora17	chr2	-	1	132
Snora19	chr19	-	2	110
Snora20	chr17	+	1	61
Snora21	chr11	-	1	128
Snora23	chr7	+	1	184
Snora24	chr3	-	1	130
Snora26	chr5	+	1	121
Snora28	chr12	+	1	121
Snora2b	chr15	-	1	112
Snora3	chr7	+	1	120
Snora30	chr7	+	1	107
Snora31	chr14	+	1	112
Snora33	chr10	-	1	105
Snora34	chr15	-	1	118
Snora35	chrX	+	1	119
Snora36b	chr1	+	1	113
Snora41	chr1	+	1	113
Snora43	chr2	-	1	139
Snora44	chr4	+	1	117
Snora47	chr13	+	1	126
Snora52	chr7	+	1	99
Snora5c	chr11	-	1	101
Snora61	chr4	+	1	62
Snora62	chr9	+	1	128
Snora64	chr17	+	1	117
Snora65	chr2	+	1	118
Snora68	chr8	-	1	98
Snora69	chrX	-	1	122
Snora70	chrX	+	1	129
Snora74a	chr18	+	1	198
Snora75	chr1	-	1	116
Snora78	chr17	-	1	157
Snora7a	chr6	-	1	129
Snora81	chr16	+	1	164
Snord100	chr10	-	1	68
Snord104	chr11	+	1	73
Snord11	chr1	+	1	63
Snord110	chr2	+	1	59
Snord111	chr8	-	1	64
Snord116	chr7	-	10	900
Snord116l1	chr7	-	10	900
Snord116l2	chr7	-	10	900
Snord12	chr2	+	1	66
Snord123	chr15	-	1	88
Snord15a	chr7	-	1	148
Snord15b	chr7	-	1	145
Snord16a	chr9	+	1	91
Snord17	chr2	-	1	221
Snord19	chr14	-	1	54
Snord1a	chr11	+	1	76
Snord1b	chr11	+	1	77
Snord1c	chr11	+	1	78
Snord2	chr16	+	1	68
Snord22	chr19	+	1	126
Snord23	chr7	-	1	99
Snord32a	chr7	-	1	81
Snord33	chr7	-	1	82
Snord34	chr7	-	1	66
Snord35a	chr7	-	1	89
Snord35b	chr7	-	1	86
Snord37	chr10	+	1	53
Snord38a	chr4	-	1	59
Snord42a	chr11	-	1	45
Snord42b	chr11	-	1	55
Snord43	chr15	-	1	48
Snord45b	chr3	-	1	45
Snord45c	chr3	-	1	61
Snord47	chr1	+	1	65
Snord49a	chr11	+	1	62
Snord49b	chr11	+	1	63
Snord4a	chr11	-	1	70
Snord52	chr17	-	1	59
Snord53	chr17	+	1	68
Snord55	chr4	-	1	78
Snord57	chr2	+	1	63
Snord58b	chr14	+	1	54
Snord58b	chr18	+	1	55
Snord61	chrX	-	1	62
Snord64	chr7	-	1	46
Snord65	chr11	+	1	57
Snord66	chr16	+	1	58
Snord67	chr2	+	1	98
Snord68	chr8	+	1	48
Snord69	chr14	-	1	59
Snord7	chr11	+	1	96
Snord70	chr1	+	1	53
Snord71	chr8	+	1	64
Snord72	chr15	+	1	60
Snord73a	chr3	-	1	68
Snord8	chr14	-	1	99
Snord82	chr1	-	1	68
Snord83b	chr15	-	1	77
Snord85	chr4	+	1	65
Snord87	chr1	-	1	74
Snord88a	chr7	+	1	72
Snord88c	chr7	+	1	84
Snord89	chr1	-	1	94
Snord90	chr2	-	1	68
Snord91a	chr11	+	1	60
Snord92	chr17	+	1	71
Snord93	chr5	+	1	45
Snord95	chr11	+	1	68
Snord96a	chr11	+	1	77
Snord99	chr4	+	1	56
Snph	chr2	-	6	4689
Snrk	chr9	+	7	4845
Snrnp200	chr2	+	45	6740
Snrnp25	chr11	+	5	832
Snrnp27	chr6	-	6	836
Snrnp35	chr5	+	2	1092
Snrnp40	chr4	+	10	1588
Snrnp48	chr13	+	9	1789
Snrnp70	chr7	-	10	1639
Snrpa	chr7	-	7	1570
Snrpa1	chr7	+	9	1250
Snrpb	chr2	-	7	1121
Snrpb2	chr2	+	7	1230
Snrpc	chr17	+	6	760
Snrpd1	chr18	+	4	837
Snrpd2	chr7	+	3	488
Snrpd3	chr10	+	4	604
Snrpe	chr1	-	5	492
Snrpf	chr10	-	4	813
Snrpg	chr6	+	4	393
Snrpn	chr7	-	14	2380
Snta1	chr2	-	8	207
Sntb1	chr15	-	7	212
Sntb2	chr8	+	7	440
Sntg1	chr1	-	21	411
Sntg2	chr12	-	17	225
Sntn	chr14	+	4	123
Snupn	chr9	+	9	1338
Snurf	chr7	-	10	1970
Snw1	chr12	-	14	2257
Snx1	chr9	-	15	2079
Snx10	chr6	+	8	2699
Snx11	chr11	-	9	2581
Snx12	chrX	-	6	2937
Snx13	chr12	+	26	6226
Snx14	chr9	-	28	3112
Snx15	chr19	-	8	1541
Snx16	chr3	-	8	2654
Snx17	chr5	+	15	1941
Snx18	chr13	-	2	4447
Snx19	chr9	+	11	5541
Snx2	chr18	+	15	2013
Snx20	chr8	-	4	1434
Snx21	chr2	+	3	1520
Snx22	chr9	-	7	2555
Snx24	chr18	+	7	1882
Snx25	chr8	-	18	3067
Snx27	chr3	-	12	6247
Snx29	chr16	+	14	1622
Snx3	chr10	+	4	1377
Snx30	chr4	+	9	7507
Snx31	chr15	-	14	2695
Snx32	chr19	-	13	1650
Snx33	chr9	-	2	4564
Snx4	chr16	+	14	2442
Snx5	chr2	-	14	2621
Snx6	chr12	-	14	1879
Snx7	chr3	-	9	2171
Snx8	chr5	-	11	2612
Snx9	chr17	+	18	2037
Soat1	chr1	-	16	470
Soat2	chr15	+	15	205
Sobp	chr10	-	7	4980
Socs1	chr16	-	2	1219
Socs2	chr10	-	5	2698
Socs3	chr11	-	2	2724
Socs4	chr14	+	2	2154
Socs5	chr17	+	3	4394
Socs6	chr18	-	3	3210
Socs7	chr11	+	10	7015
Sod1	chr16	+	5	648
Sod2	chr17	+	5	3824
Sod3	chr5	+	2	2045
Sohlh1	chr2	-	8	1287
Sohlh2	chr3	+	11	2348
Solh	chr17	-	11	3288
Son	chr16	+	13	9278
Sorbs1	chr19	-	32	6791
Sorbs2	chr8	+	24	6097
Sorbs3	chr14	-	21	2914
Sorcs1	chr19	-	26	7206
Sorcs2	chr5	-	27	5721
Sorcs3	chr19	+	27	5634
Sord	chr2	+	9	2259
Sorl1	chr9	-	48	6938
Sort1	chr3	+	20	667
Sos1	chr17	-	22	8919
Sos2	chr12	-	23	5612
Sost	chr11	-	2	206
Sostdc1	chr12	+	2	175
Sox1	chr8	+	1	4037
Sox10	chr15	-	4	2713
Sox11	chr12	-	1	8451
Sox12	chr2	-	1	4435
Sox13	chr1	-	14	3531
Sox14	chr9	-	1	2065
Sox15	chr11	+	2	1138
Sox17	chr1	-	5	3130
Sox18	chr2	-	2	1619
Sox2	chr3	+	1	2456
Sox21	chr14	-	1	3797
Sox2ot	chr3	+	5	294
Sox3	chrX	-	1	2065
Sox30	chr11	+	5	2995
Sox4	chr13	-	1	2953
Sox5	chr6	-	15	7334
Sox6	chr7	-	19	8486
Sox7	chr14	+	2	3266
Sox8	chr17	-	3	2999
Sox9	chr11	+	3	4146
Sp1	chr15	+	6	7818
Sp100	chr1	+	20	2158
Sp110	chr1	-	13	1939
Sp140	chr1	+	17	2416
Sp2	chr11	-	7	3035
Sp3	chr2	-	7	4427
Sp4	chr12	-	6	5770
Sp5	chr2	+	2	2097
Sp6	chr11	+	2	3375
Sp7	chr15	-	2	2284
Sp8	chr12	+	3	4480
Sp9	chr2	+	2	2813
Spa17	chr9	-	5	690
Spaca1	chr4	-	7	1073
Spaca3	chr11	+	5	814
Spaca4	chr7	-	1	710
Spaca5	chrX	+	4	640
Spaca7	chr8	+	7	761
Spag1	chr15	+	19	3219
Spag11a	chr8	+	2	435
Spag11b	chr8	+	2	1740
Spag16	chr1	+	18	2270
Spag17	chr3	+	49	7862
Spag4	chr2	+	12	1502
Spag5	chr11	+	24	3822
Spag6	chr16	-	11	2466
Spag7	chr11	-	7	1161
Spag8	chr4	-	6	1247
Spag9	chr11	+	34	7778
Spam1	chr6	+	5	2131
Sparc	chr11	-	10	2299
Sparcl1	chr5	-	11	3116
Spast	chr17	+	17	463
Spata1	chr3	-	15	184
Spata13	chr14	+	13	747
Spata16	chr3	+	11	205
Spata17	chr1	-	11	160
Spata18	chr5	+	13	188
Spata19	chr9	+	7	66
Spata2	chr2	-	3	398
Spata20	chr11	-	16	254
Spata21	chr4	+	15	244
Spata22	chr11	+	9	123
Spata24	chr18	-	6	94
Spata2L	chr8	-	3	237
Spata3	chr1	+	5	158
Spata4	chr8	+	6	103
Spata5	chr3	+	16	284
Spata6	chr4	+	13	238
Spata7	chr12	+	12	196
Spata9	chr13	+	5	102
Spatc1	chr15	+	5	158
Spats1	chr17	-	8	113
Spats2	chr15	+	13	200
Spats2l	chr1	+	15	399
Spc24	chr9	-	5	1349
Spc25	chr2	-	7	1582
Spcs1	chr14	-	4	1006
Spcs2	chr7	-	5	2815
Spcs3	chr8	-	5	3465
Spdef	chr17	-	6	1824
Spdya	chr17	+	7	2198
Spdyb	chr5	-	7	1819
Specc1	chr11	+	13	6676
Specc1l	chr10	+	20	6438
Speer1-ps1	chr5	+	5	1107
Speer2	chr16	-	6	1118
Speer3	chr5	+	5	1191
Speer4a	chr5	-	5	1503
Speer4b	chr5	-	5	1977
Speer4d	chr5	+	5	1159
Speer4e	chr5	-	5	1239
Speer4f	chr5	+	5	1232
Speer5-ps1	chr10	+	8	1522
Speer6-ps1	chr13	+	5	979
Speer7-ps1	chr5	+	5	1083
Speer8-ps1	chr5	+	4	1121
Speer9-ps1	chr7	+	4	775
Spef1	chr2	-	7	2264
Spef2	chr15	-	18	2995
Speg	chr1	+	46	11925
Spem1	chr11	-	3	1031
Spen	chr4	-	16	12299
Spert	chr14	-	5	183
Spesp1	chr9	-	2	3013
Spg11	chr2	-	40	7665
Spg20	chr3	+	9	4054
Spg21	chr9	+	9	2690
Spg7	chr8	+	17	2558
Sphk1	chr11	+	8	2296
Sphk2	chr7	-	8	4163
Sphkap	chr1	-	11	6512
Spib	chr7	-	6	2786
Spic	chr10	-	6	1265
Spice1	chr16	+	18	4342
Spin1	chr13	+	7	4479
Spin2	chrX	+	2	1306
Spin4	chrX	-	1	4176
Spink10	chr18	+	9	1135
Spink11	chr18	-	5	746
Spink12	chr18	+	4	891
Spink13	chr18	-	5	795
Spink14	chr18	+	6	566
Spink2	chr5	-	4	612
Spink3	chr18	-	4	422
Spink4	chr4	+	4	393
Spink5	chr18	+	32	4765
Spink6	chr18	+	5	587
Spink7	chr18	-	4	258
Spink8	chr9	+	5	679
Spinkl	chr18	-	5	593
Spinlw1	chr2	-	4	755
Spint1	chr2	+	11	222
Spint2	chr7	-	7	143
Spint3	chr2	-	2	54
Spint4	chr2	+	4	73
Spire1	chr18	-	16	5083
Spire2	chr8	+	15	2333
Spn	chr7	-	3	3912
Spna1	chr1	+	52	8405
Spna2	chr2	+	58	8080
Spnb1	chr12	-	36	10394
Spnb2	chr11	-	36	11019
Spnb3	chr19	+	37	8235
Spnb4	chr7	-	38	9085
Spn-ps	chr15	-	3	809
Spns1	chr7	-	12	2701
Spns2	chr11	-	13	3241
Spns3	chr11	-	12	1819
Spo11	chr2	+	13	1755
Spock1	chr13	-	13	6673
Spock2	chr10	+	11	3915
Spock3	chr8	+	12	3109
Spon1	chr7	+	16	6166
Spon2	chr5	-	6	2237
Spop	chr11	+	11	2882
Spopl	chr2	-	12	2858
Spp1	chr5	+	7	1658
Spp2	chr1	+	8	870
Sppl3	chr5	+	11	2817
Spr	chr6	-	3	1226
Spred1	chr2	+	7	2997
Spred2	chr11	+	6	2872
Spred3	chr7	-	6	4056
Sprn	chr7	-	2	3156
Sprr1a	chr3	-	2	790
Sprr1b	chr3	-	2	820
Sprr2a1	chr3	+	4	7094
Sprr2a2	chr3	+	4	7094
Sprr2b	chr3	+	2	699
Sprr2d	chr3	+	2	681
Sprr2e	chr3	+	2	647
Sprr2f	chr3	+	2	609
Sprr2g	chr3	+	2	651
Sprr2h	chr3	+	2	747
Sprr2i	chr3	+	2	617
Sprr2j-ps	chr3	+	2	673
Sprr2k	chr3	+	2	639
Sprr3	chr3	-	2	1222
Sprr4	chr3	-	1	231
Spry1	chr3	+	3	2490
Spry2	chr14	-	2	2087
Spry3	chrX_random	-	2	4346
Spry4	chr18	-	2	4590
Spryd3	chr15	-	11	2437
Spryd4	chr10	-	2	1568
Spsb1	chr4	-	3	3054
Spsb2	chr6	+	3	1179
Spsb3	chr17	+	8	2061
Spsb4	chr9	-	3	2232
Spt1	chrUn_random	-	4	61
Sptlc1	chr13	-	15	249
Sptlc2	chr12	-	12	370
Sptlc3	chr2	+	13	270
Spty2d1	chr7	-	6	520
Spz1	chr13	-	1	1601
Sqle	chr15	+	11	2748
Sqrdl	chr2	+	12	2100
Sqstm1	chr11	-	8	197
Sra1	chr18	-	4	1093
Srbd1	chr17	-	21	3530
Src	chr2	+	15	3887
Srcin1	chr11	-	20	6965
Srcrb4d	chr5	-	11	2724
Srd5a1	chr13	-	5	2665
Srd5a2	chr17	-	5	854
Srd5a3	chr5	+	6	1769
Srebf1	chr11	-	19	4299
Srebf2	chr15	+	19	4570
Srek1	chr13	-	10	4063
Srek1ip1	chr13	+	5	1688
Srf	chr17	-	7	4093
Srfbp1	chr18	+	8	1463
Srgap1	chr10	-	23	7821
Srgap2	chr1	-	23	8040
Srgap3	chr6	-	22	8886
Srgn	chr10	-	3	938
Sri	chr5	+	9	2466
Srl	chr16	-	7	4978
Srm	chr4	+	7	1328
Srms	chr2	-	8	2547
Srp14	chr2	-	5	790
Srp19	chr18	+	5	876
Srp54a	chr12	+	32	8528
Srp54b	chr12	+	16	3286
Srp54c	chr12	+	16	2516
Srp68	chr11	-	16	2526
Srp72	chr5	+	19	3605
Srp9	chr1	+	3	1388
Srpk1	chr17	-	16	2454
Srpk2	chr5	-	15	6436
Srpk3	chrX	+	15	1963
Srpr	chr9	+	14	2934
Srprb	chr9	-	7	2991
Srpx	chrX	-	10	2456
Srpx2	chrX	+	12	2926
Srr	chr11	-	9	3699
Srrd	chr5	-	7	1111
Srrm1	chr4	-	18	3732
Srrm2	chr17	+	14	8600
Srrm3	chr5	+	15	3932
Srrm4	chr5	-	13	7475
Srrt	chr5	-	20	292
Srsf1	chr11	+	3	5262
Srsf10	chr4	+	7	5490
Srsf11	chr3	-	13	3664
Srsf12	chr4	+	3	2939
Srsf2	chr11	-	3	1903
Srsf3	chr17	+	7	3041
Srsf4	chr4	+	6	2254
Srsf5	chr12	+	8	1653
Srsf6	chr2	+	6	3546
Srsf7	chr17	-	9	2748
Srsf9	chr5	+	5	1252
Srxn1	chr2	+	2	2583
Sry	chrY	-	1	1188
Ss18	chr18	-	11	3092
Ss18l1	chr2	+	11	4369
Ssb	chr2	+	12	2088
Ssbp1	chr6	+	7	2034
Ssbp2	chr13	+	17	6656
Ssbp3	chr4	+	18	3195
Ssbp4	chr8	-	17	1475
Ssfa2	chr2	+	18	5093
Ssh1	chr5	-	15	3174
Ssh2	chr11	+	15	9039
Ssh3	chr19	-	14	2728
Ssna1	chr2	-	3	864
Sspn	chr6	+	3	4408
Sspo	chr6	+	103	15581
Ssr1	chr13	-	8	9306
Ssr2	chr3	+	5	1183
Ssr3	chr3	-	5	2885
Ssr4	chrX	+	6	804
Ssrp1	chr2	+	18	2854
Sssca1	chr19	-	4	690
Sst	chr16	-	2	59
Sstr1	chr12	+	2	386
Sstr2	chr11	+	2	115
Sstr3	chr15	-	3	392
Sstr4	chr2	+	1	138
Sstr5	chr17	-	3	272
Ssty1	chrY_random	-	6	254
Ssty2	chrY_random	-	2	121
Ssu72	chr4	+	5	1451
Ssx2ip	chr3	+	14	3394
Ssx9	chrX	+	7	604
Ssxb1	chrX	+	8	875
Ssxb10	chrX	+	8	877
Ssxb2	chrX	-	7	929
Ssxb3	chrX	-	7	604
Ssxb5	chrX	+	7	602
Ssxb6	chrX	-	6	522
Ssxb8	chrX	-	6	518
Ssxb9	chrX	+	8	877
St13	chr15	-	12	157
St14	chr9	-	19	394
St18	chr1	+	24	577
St3gal1	chr15	-	9	575
St3gal2	chr8	+	7	445
St3gal3	chr4	-	12	251
St3gal4	chr9	-	11	199
St3gal5	chr6	+	7	242
St3gal6	chr16	-	11	153
St5	chr7	-	21	445
St6gal1	chr16	+	8	443
St6gal2	chr17	+	5	226
St6galnac1	chr11	-	9	235
St6galnac2	chr11	-	9	199
St6galnac3	chr3	-	5	386
St6galnac4	chr2	+	5	434
St6galnac5	chr3	-	5	198
St6galnac6	chr2	+	8	255
St7	chr6	+	16	217
St7l	chr3	+	14	186
St8sia1	chr6	-	5	898
St8sia2	chr7	-	6	534
St8sia3	chr18	+	6	625
St8sia4	chr1	-	5	565
St8sia5	chr18	+	8	206
St8sia6	chr2	-	8	312
Stab1	chr14	-	69	765
Stab2	chr10	-	69	780
Stac	chr9	-	11	246
Stac2	chr11	-	11	300
Stac3	chr10	+	12	172
Stag1	chr9	+	34	587
Stag2	chrX	+	34	594
Stag3	chr5	+	34	406
Stam	chr2	+	14	361
Stam2	chr2	-	14	405
Stambp	chr6	-	10	211
Stambpl1	chr19	+	11	193
Stap1	chr5	+	9	110
Stap2	chr17	-	13	144
Star	chr8	+	7	398
Stard10	chr7	+	7	117
Stard13	chr5	-	14	557
Stard3	chr11	+	15	198
Stard3nl	chr13	-	9	123
Stard4	chr18	-	6	296
Stard5	chr7	+	6	240
Stard6	chr18	+	9	137
Stard7	chr2	+	8	309
Stard8	chrX	+	14	490
Stat1	chr1	+	25	526
Stat2	chr10	+	24	428
Stat3	chr11	-	24	439
Stat4	chr1	+	24	285
Stat5a	chr11	+	20	381
Stat5b	chr11	-	20	536
Stat6	chr10	+	22	368
Stau1	chr2	-	12	293
Stau2	chr1	-	14	283
Stbd1	chr5	+	2	197
Stc1	chr14	+	4	372
Stc2	chr11	-	4	178
Steap1	chr5	-	5	120
Steap2	chr5	-	7	1083
Steap3	chr1	-	7	314
Steap4	chr5	+	5	311
Stfa1	chr16	+	3	41
Stfa2	chr16	-	3	41
Stfa2l1	chr16	+	3	41
Stfa3	chr16	-	3	40
Stil	chr4	+	17	524
Stim1	chr7	+	12	355
Stim2	chr5	+	12	485
Stip1	chr19	-	14	211
Stk10	chr11	+	19	500
Stk11	chr10	+	10	157
Stk11ip	chr1	+	25	434
Stk16	chr1	+	8	286
Stk17b	chr1	-	8	324
Stk19	chr17	-	7	104
Stk24	chr14	-	11	251
Stk25	chr1	-	12	319
Stk3	chr15	-	11	286
Stk30	chr12	-	12	164
Stk31	chr6	+	24	313
Stk32a	chr18	+	13	369
Stk32b	chr5	-	12	338
Stk32c	chr7	-	13	222
Stk33	chr7	-	14	233
Stk35	chr2	+	4	619
Stk36	chr1	+	27	511
Stk38	chr17	-	14	323
Stk38l	chr6	+	14	456
Stk39	chr2	-	18	316
Stk4	chr2	+	11	512
Stk40	chr4	+	13	381
Stmn1	chr4	+	5	105
Stmn1-rs1	chr9	-	1	97
Stmn2	chr3	+	5	188
Stmn3	chr2	-	5	111
Stmn4	chr14	+	6	120
Stom	chr2	-	7	279
Stoml1	chr9	+	8	223
Stoml2	chr4	-	10	150
Stoml3	chr3	+	7	84
Ston1	chr17	+	4	297
Ston2	chr12	-	7	986
Stox1	chr10	-	4	309
Stox2	chr8	-	6	1081
Stra13	chr11	-	5	61
Stra6	chr9	+	22	354
Stra8	chr6	+	9	141
Strada	chr11	-	11	197
Stradb	chr1	+	12	227
Strap	chr6	+	10	260
Strbp	chr2	-	17	1628
Strc	chr2	-	29	560
Strn	chr17	-	18	384
Strn3	chr12	-	18	409
Strn4	chr7	+	18	345
Stt3a	chr9	-	18	261
Stt3b	chr9	-	16	414
Stub1	chr17	-	7	163
Stx11	chr10	-	3	239
Stx12	chr4	-	9	229
Stx16	chr2	+	9	370
Stx17	chr4	+	8	574
Stx18	chr5	+	11	150
Stx19	chr16	+	2	118
Stx1a	chr5	+	10	202
Stx1b	chr7	-	10	153
Stx2	chr5	-	11	288
Stx3	chr19	-	15	492
Stx4a	chr7	+	11	131
Stx5a	chr19	+	11	222
Stx6	chr1	+	8	242
Stx7	chr10	+	10	247
Stx8	chr11	+	8	408
Stxbp1	chr2	-	20	392
Stxbp2	chr8	+	19	260
Stxbp3a	chr3	-	19	232
Stxbp4	chr11	-	18	592
Stxbp5	chr10	-	26	897
Stxbp5l	chr16	-	28	1194
Stxbp6	chr12	-	6	429
Styk1	chr6	-	9	333
Styx	chr14	+	11	422
Styxl1	chr5	-	9	160
Sub1	chr15	-	5	3321
Sucla2	chr14	+	11	2108
Suclg1	chr6	+	9	1392
Suclg2	chr6	-	11	2279
Sucnr1	chr3	+	2	1571
Suds3	chr5	-	12	2420
Sufu	chr19	+	12	2359
Sugp1	chr8	+	14	2287
Sugp2	chr8	+	11	4336
Sugt1	chr14	+	13	190
Sulf1	chr1	+	23	4864
Sulf2	chr2	-	21	4573
Sult1a1	chr7	-	7	133
Sult1b1	chr5	-	8	257
Sult1c1	chr17	-	8	147
Sult1c1	chr17_random	+	8	147
Sult1c2	chr17	-	8	142
Sult1d1	chr5	-	8	236
Sult1e1	chr5	-	8	122
Sult2a1	chr7	-	6	99
Sult2a2	chr7	+	4	71
Sult2a3	chr7	-	6	82
Sult2a4	chr7	-	6	93
Sult2a5	chr7	+	6	101
Sult2a6	chr7	-	6	93
Sult2a7	chr7	-	7	85
Sult2b1	chr7	-	7	110
Sult3a1	chr10	+	7	106
Sult4a1	chr15	-	7	235
Sult5a1	chr8	-	7	113
Sult6b1	chr17	-	7	202
Sumf1	chr6	-	9	2601
Sumf2	chr5	+	9	2161
Sumo1	chr1	-	5	1215
Sumo2	chr11	-	4	998
Sumo3	chr10	+	4	2493
Sun1	chr5	+	23	4056
Sun2	chr15	-	18	3809
