geneName	geneChromosome	strand	exonNumber	geneLength
RAD9B	chr12	+	12	1885
RADIL	chr7	-	15	3670
RAE1	chr20	+	13	2170
RAET1E	chr6	-	6	2554
RAET1G	chr6	-	5	1107
RAET1K	chr6	-	4	1883
RAET1L	chr6	-	4	802
RAF1	chr3	-	17	3275
RAG1	chr11	+	2	6580
RAG2	chr11	-	3	2893
RAGE	chr14	-	12	1934
RAI1	chr17	+	6	7660
RAI14	chr5	+	23	5856
RAI2	chrX	-	4	2742
RALA	chr7	+	5	2810
RALB	chr2	+	5	2261
RALBP1	chr18	+	10	4354
RALGAPA1	chr14	-	41	7864
RALGAPA2	chr20	-	40	9426
RALGAPB	chr20	+	30	8636
RALGDS	chr9	-	19	3871
RALGPS1	chr9	+	22	7634
RALGPS2	chr1	+	20	5833
RALY	chr20	+	10	1575
RALYL	chr8	+	11	3220
RAMP1	chr2	+	3	909
RAMP2	chr17	+	4	786
RAMP3	chr7	+	3	1347
RAN	chr12	+	7	1071
RANBP1	chr22	+	6	884
RANBP10	chr16	-	14	5305
RANBP17	chr5	+	28	4566
RANBP2	chr2	+	29	11711
RANBP3	chr19	-	17	3400
RANBP3L	chr5	-	15	2618
RANBP6	chr9	-	1	4622
RANBP9	chr6	-	14	3113
RANGAP1	chr22	-	16	3021
RANGRF	chr17	+	3	1166
RAP1A	chr1	+	9	1906
RAP1B	chr12	+	8	2107
RAP1GAP	chr1	-	28	3596
RAP1GAP2	chr17	+	25	6663
RAP1GDS1	chr4	+	15	3761
RAP2A	chr13	+	2	4358
RAP2B	chr3	+	1	6235
RAP2C	chrX	-	4	3933
RAPGEF1	chr9	-	25	6308
RAPGEF2	chr4	+	24	6820
RAPGEF3	chr12	-	28	6602
RAPGEF4	chr2	+	32	4738
RAPGEF5	chr7	-	26	6622
RAPGEF6	chr5	-	31	9380
RAPGEFL1	chr17	+	15	3727
RAPH1	chr2	-	17	10367
RAPSN	chr11	-	8	1671
RARA	chr17	+	11	4361
RARB	chr3	+	8	3131
RARG	chr12	-	11	3374
RARRES1	chr3	-	6	1666
RARRES2	chr7	-	6	741
RARRES3	chr11	+	4	765
RARS	chr5	+	15	2138
RARS2	chr6	-	20	1832
RASA1	chr5	+	25	4360
RASA2	chr3	+	24	2592
RASA3	chr13	-	24	4200
RASA4	chr7	-	21	5606
RASA4P	chr7	-	9	1527
RASAL1	chr12	-	22	4002
RASAL2	chr1	+	19	11040
RASAL3	chr19	-	18	3290
RASD1	chr17	-	2	1746
RASD2	chr22	+	3	2972
RASEF	chr9	-	17	2759
RASGEF1A	chr10	-	13	3235
RASGEF1B	chr4	-	14	2269
RASGEF1C	chr5	-	14	2216
RASGRF1	chr15	-	29	7338
RASGRF2	chr5	+	27	4078
RASGRP1	chr15	-	17	5025
RASGRP2	chr11	-	19	2582
RASGRP3	chr2	+	21	5293
RASGRP4	chr19	-	17	3218
RASIP1	chr19	-	12	3302
RASL10A	chr22	-	2	1787
RASL10B	chr17	+	4	3194
RASL11A	chr13	+	4	1543
RASL11B	chr4	+	4	1957
RASL12	chr15	-	5	2578
RASSF1	chr3	-	8	2344
RASSF10	chr11	+	1	2684
RASSF2	chr20	-	13	5449
RASSF3	chr12	+	5	3492
RASSF4	chr10	+	11	2495
RASSF5	chr1	+	7	4150
RASSF6	chr4	-	12	4453
RASSF7	chr11	+	5	1757
RASSF8	chr12	+	9	7068
RASSF9	chr12	-	2	1796
RAVER1	chr19	-	13	3592
RAVER2	chr1	+	12	4361
RAX	chr18	-	3	3197
RAX2	chr19	-	3	2153
RB1	chr13	+	27	4772
RB1CC1	chr8	-	24	6667
RBAK	chr7	+	5	6652
RBAK-LOC389458	chr7	+	6	858
RBBP4	chr1	+	13	8018
RBBP5	chr1	-	14	4411
RBBP6	chr16	+	18	7256
RBBP7	chrX	-	13	2381
RBBP8	chr18	+	20	3555
RBBP9	chr20	-	5	3857
RBCK1	chr20	+	12	2762
RBFA	chr18	+	7	5679
RBFOX1	chr16	+	20	5415
RBFOX2	chr22	-	15	7329
RBFOX3	chr17	-	14	2679
RBKS	chr2	-	8	1196
RBL1	chr20	-	22	4398
RBL2	chr16	+	22	4886
RBM10	chrX	+	24	3433
RBM11	chr21	+	5	1967
RBM12	chr20	-	3	6702
RBM12B	chr8	-	3	5101
RBM14	chr11	+	3	5407
RBM14-RBM4	chr11	+	3	1614
RBM15	chr1	+	3	3431
RBM15B	chr3	+	1	6638
RBM17	chr10	+	13	3961
RBM18	chr9	-	8	3287
RBM19	chr12	-	25	5646
RBM20	chr10	+	14	7233
RBM22	chr5	-	11	2346
RBM23	chr14	-	14	2604
RBM24	chr6	+	5	2724
RBM25	chr14	+	19	4303
RBM26	chr13	-	21	3613
RBM26-AS1	chr13	+	7	2471
RBM27	chr5	+	21	6540
RBM28	chr7	-	19	2809
RBM3	chrX	+	7	4432
RBM33	chr7	+	18	10325
RBM34	chr1	-	11	2071
RBM38	chr20	+	4	2388
RBM39	chr20	-	19	3019
RBM4	chr11	+	5	4230
RBM41	chrX	-	8	6391
RBM42	chr19	+	10	1650
RBM43	chr2	-	4	3914
RBM44	chr2	+	16	4283
RBM45	chr2	+	10	1784
RBM46	chr4	+	5	2521
RBM47	chr4	-	8	5248
RBM4B	chr11	-	4	1722
RBM5	chr3	+	25	3115
RBM6	chr3	+	21	3739
RBM7	chr11	+	5	1917
RBM8A	chr1	+	6	4959
RBMS1	chr2	-	14	4286
RBMS2	chr12	+	14	8486
RBMS3	chr3	+	16	8365
RBMX	chrX	-	11	3418
RBMX2	chrX	+	6	1528
RBMXL1	chr1	-	3	5087
RBMXL2	chr11	+	1	2215
RBMXL3	chrX	+	1	3469
RBMY1A1	chrY	+|-	36	5661
RBMY1A3P	chrY	-	4	427
RBMY1B	chrY	+|-	48	7684
RBMY1D	chrY	+|-	48	7524
RBMY1E	chrY	+|-	36	5643
RBMY1F	chrY	-|+	24	3762
RBMY1J	chrY	-|+	24	3761
RBMY2EP	chrY	-	5	534
RBMY2FP	chrY	+	4	2042
RBMY3AP	chrY	-	3	317
RBP1	chr3	-	6	1954
RBP2	chr3	-	4	688
RBP3	chr10	-	4	4276
RBP4	chr10	-	6	929
RBP5	chr12	-	4	940
RBP7	chr1	+	4	655
RBPJ	chr4	+	14	2794
RBPJL	chr20	+	12	2491
RBPMS	chr8	+	12	3461
RBPMS2	chr15	-	8	1994
RBX1	chr22	+	5	906
RC3H1	chr1	-	19	10996
RC3H2	chr9	-	21	4198
RCAN1	chr21	-	6	2899
RCAN2	chr6	-	4	3318
RCAN3	chr1	+	5	1699
RCBTB1	chr13	-	13	4033
RCBTB2	chr13	-	15	3175
RCC1	chr1	+	15	3027
RCC2	chr1	-	13	4163
RCCD1	chr15	+	9	2767
RCE1	chr11	+	8	1471
RCHY1	chr4	-	9	4459
RCL1	chr9	+	9	2169
RCN1	chr11	+	6	2516
RCN2	chr15	+	7	2213
RCN3	chr19	+	7	1854
RCOR1	chr14	+	12	5519
RCOR2	chr11	-	12	2604
RCOR3	chr1	+	12	4985
RCSD1	chr1	+	7	2991
RCVRN	chr17	-	3	1175
RD3	chr1	-	3	4266
RDBP	chr6	-	11	1561
RDBP	chr6_cox_hap2	-	11	1561
RDBP	chr6_dbb_hap3	-	11	1561
RDBP	chr6_mcf_hap5	-	11	1561
RDBP	chr6_qbl_hap6	-	11	1561
RDBP	chr6_ssto_hap7	-	11	151
RDH10	chr8	+	6	3531
RDH11	chr14	-	7	2566
RDH12	chr14	+	9	1878
RDH13	chr19	-	10	2767
RDH14	chr2	-	2	1600
RDH16	chr12	-	4	1723
RDH5	chr12	+	5	1342
RDH8	chr19	+	6	1714
RDM1	chr17	-	7	1308
RDX	chr11	-	14	4490
REC8	chr14	+	19	2331
RECK	chr9	+	21	4412
RECQL	chr12	-	15	3779
RECQL4	chr8	-	21	3817
RECQL5	chr17	-	20	5185
REEP1	chr2	-	8	3913
REEP2	chr5	+	8	2099
REEP3	chr10	+	8	5205
REEP4	chr8	-	8	1694
REEP5	chr5	-	5	3116
REEP6	chr19	+	5	1373
REG1A	chr2	+	6	808
REG1B	chr2	-	6	806
REG1P	chr2	-	1	2925
REG3A	chr2	-	5	1097
REG3G	chr2	+	6	942
REG4	chr1	-	7	2262
REL	chr2	+	11	2592
RELA	chr11	-	11	2578
RELB	chr19	+	11	2275
RELL1	chr4	-	8	4036
RELL2	chr5	+	7	2583
RELN	chr7	-	65	11571
RELT	chr11	+	12	3643
REM1	chr20	+	5	1656
REM2	chr14	+	5	1859
REN	chr1	-	10	1465
RENBP	chrX	-	11	1471
REP15	chr12	+	1	1139
REPIN1	chr7	+	4	3351
REPS1	chr6	-	20	3551
REPS2	chrX	+	18	7953
RER1	chr1	+	7	3104
RERE	chr1	-	25	8321
REREP3	chr15	+	3	804
RERG	chr12	-	5	2325
RERGL	chr12	-	6	1134
RESP18	chr2	-	7	795
REST	chr4	+	5	7460
RET	chr10	+	20	6397
RETN	chr19	+	4	478
RETNLB	chr3	-	3	573
RETSAT	chr2	-	11	3311
REV1	chr2	-	23	4734
REV3L	chr6	-	32	10701
REXO1	chr19	-	16	4581
REXO1L1	chr8	-	4	14064
REXO1L2P	chr8	-|+	10	10781
REXO2	chr11	+	7	1160
REXO4	chr9	-	8	2360
RFC1	chr4	-	25	4899
RFC2	chr7	-	11	1694
RFC3	chr13	+	10	2865
RFC4	chr3	-	11	1585
RFC5	chr12	+	12	2473
RFESD	chr5	+	7	2841
RFFL	chr17	-	8	4346
RFK	chr9	-	4	2707
RFNG	chr17	-	8	1828
RFPL1	chr22	+	2	1496
RFPL1-AS1	chr22	-	1	5115
RFPL2	chr22	-	6	2722
RFPL3	chr22	+	3	1501
RFPL3-AS1	chr22	-	5	1295
RFPL4A	chr19	+	3	908
RFPL4B	chr6	+	3	1900
RFT1	chr3	-	13	5098
RFTN1	chr3	-	10	3002
RFTN2	chr2	-	9	3113
RFWD2	chr1	-	20	2774
RFWD3	chr16	-	13	4952
RFX1	chr19	-	21	4377
RFX2	chr19	-	18	4112
RFX3	chr9	-	18	3952
RFX4	chr12	+	20	4377
RFX5	chr1	-	11	3618
RFX6	chr6	+	19	3507
RFX7	chr15	-	9	7195
RFX8	chr2	-	12	1729
RFXANK	chr19	+	10	1438
RFXAP	chr13	+	3	2825
RG9MTD1	chr3	+	2	1612
RG9MTD2	chr4	-	9	3845
RG9MTD3	chr9	+	9	2293
RGAG1	chrX	+	4	5426
RGAG4	chrX	-	2	4338
RGL1	chr1	+	19	5113
RGL2	chr6	-	18	3353
RGL2	chr6_cox_hap2	-	18	3353
RGL2	chr6_dbb_hap3	-	18	3353
RGL2	chr6_mcf_hap5	-	18	3353
RGL2	chr6_qbl_hap6	-	18	3353
RGL3	chr19	-	19	2561
RGL4	chr22	+	11	2885
RGMA	chr15	-	7	4015
RGMB	chr5	+	5	4580
RGN	chrX	+	8	2235
RGNEF	chr5	+	37	6352
RGP1	chr9	+	9	1717
RGPD1	chr2	+|-	46	13387
RGPD2	chr2	+|-	46	11002
RGPD3	chr2	-	23	5873
RGPD4	chr2	+	23	7172
RGPD5	chr2	+|-	73	22745
RGPD6	chr2	+|-	50	15618
RGPD8	chr2	-	23	7299
RGR	chr10	+	7	1475
RGS1	chr1	+	5	1403
RGS10	chr10	-	6	974
RGS11	chr16	-	17	2376
RGS12	chr4	+	19	7024
RGS13	chr1	+	7	1562
RGS14	chr5	+	15	2406
RGS16	chr1	-	5	2432
RGS17	chr6	-	5	1466
RGS18	chr1	+	5	2145
RGS19	chr20	-	7	1691
RGS2	chr1	+	5	1350
RGS20	chr8	+	7	2307
RGS21	chr1	+	5	1793
RGS22	chr8	-	28	4184
RGS3	chr9	+	33	6936
RGS4	chr1	+	6	3978
RGS5	chr1	-	5	5927
RGS6	chr14	+	20	6427
RGS7	chr1	-	18	2440
RGS7BP	chr5	+	6	3816
RGS8	chr1	-	7	912
RGS9	chr17	+	19	2581
RGS9BP	chr19	+	1	2894
RGSL1	chr1	+	22	3760
RHAG	chr6	-	10	1928
RHBDD1	chr2	+	9	5157
RHBDD2	chr7	+	5	1878
RHBDD3	chr22	-	7	1738
RHBDF1	chr16	-	18	2992
RHBDF2	chr17	-	19	3605
RHBDL1	chr16	+	7	1559
RHBDL2	chr1	-	8	1837
RHBDL3	chr17	+	9	4661
RHBG	chr1	+	11	1913
RHCE	chr1	-	10	1618
RHCG	chr15	-	11	1937
RHD	chr1	+	10	2833
RHEB	chr7	-	8	2075
RHEBL1	chr12	-	8	1177
RHO	chr3	+	5	2768
RHOA	chr3	-	5	1921
RHOB	chr2	+	1	2367
RHOBTB1	chr10	-	15	4792
RHOBTB2	chr8	+	14	5823
RHOBTB3	chr5	+	12	5566
RHOC	chr1	-	7	1621
RHOD	chr11	+	5	1133
RHOF	chr12	-	5	2435
RHOG	chr11	-	2	1319
RHOH	chr4	+	3	1999
RHOJ	chr14	+	5	1905
RHOQ	chr2	+	5	4542
RHOT1	chr17	+	21	3309
RHOT2	chr16	+	19	2489
RHOU	chr1	+	4	4758
RHOV	chr15	-	3	1705
RHOXF1	chrX	-	3	755
RHOXF2	chrX	-|+	8	2594
RHOXF2B	chrX	-|+	8	2618
RHPN1	chr8	+	15	3715
RHPN2	chr19	-	15	3531
RIBC1	chrX	+	8	2666
RIBC2	chr22	+	7	1395
RIC3	chr11	-	6	5812
RIC8A	chr11	+	10	2699
RIC8B	chr12	+	9	4989
RICTOR	chr5	-	38	9533
RIF1	chr2	+	36	10179
RIIAD1	chr1	+	5	455
RILP	chr17	-	8	1791
RILPL1	chr12	-	7	2624
RILPL2	chr12	-	4	1435
RIMBP2	chr12	-	19	6322
RIMBP3	chr22	-	1	5793
RIMBP3B	chr22	+|-	2	10832
RIMBP3C	chr22	+|-	2	11586
RIMKLA	chr1	+	5	10569
RIMKLB	chr12	+	7	5830
RIMS1	chr6	+	38	8815
RIMS2	chr8	+	26	7305
RIMS3	chr1	-	8	7229
RIMS4	chr20	-	6	5210
RIN1	chr11	-	10	2684
RIN2	chr20	+	12	4507
RIN3	chr14	+	10	3847
RING1	chr6	+	7	1738
RING1	chr6_cox_hap2	+	7	1738
RING1	chr6_dbb_hap3	+	7	1738
RING1	chr6_mann_hap4	+	7	1738
RING1	chr6_mcf_hap5	+	7	1738
RING1	chr6_qbl_hap6	+	7	1738
RINL	chr19	-	12	3060
RINT1	chr7	+	15	2976
RIOK1	chr6	+	16	2578
RIOK2	chr5	-	10	4684
RIOK3	chr18	+	13	4033
RIPK1	chr6	+	10	3864
RIPK2	chr8	+	11	2585
RIPK3	chr14	-	10	1921
RIPK4	chr21	-	8	3872
RIPPLY1	chrX	-	4	1186
RIPPLY2	chr6	+	4	664
RIT1	chr1	-	6	3425
RIT2	chr18	-	5	1093
RLBP1	chr15	-	9	1752
RLF	chr1	+	8	6250
RLIM	chrX	-	5	10629
RLN1	chr9	-	2	967
RLN2	chr9	-	3	889
RLN3	chr19	+	2	452
RLTPR	chr16	+	38	4479
RMI1	chr9	+	3	3494
RMI2	chr16	+	2	1432
RMND1	chr6	-	12	1911
RMND5A	chr2	+	9	6183
RMND5B	chr5	+	11	1808
RMRP	chr9	-	1	268
RMST	chr12	+	9	2099
RN5-8S1	chrUn_gl000220	+	2	312
RNASE1	chr14	-	3	970
RNASE10	chr14	+	1	651
RNASE11	chr14	-	3	1766
RNASE12	chr14	-	1	743
RNASE13	chr14	-	2	1607
RNASE2	chr14	+	2	735
RNASE3	chr14	+	2	716
RNASE4	chr14	+	3	1893
RNASE6	chr14	+	2	1061
RNASE7	chr14	+	2	1498
RNASE8	chr14	+	1	465
RNASE9	chr14	-	5	1247
RNASEH1	chr2	-	8	1635
RNASEH2A	chr19	+	8	1142
RNASEH2B	chr13	+	12	2158
RNASEH2C	chr11	-	4	2785
RNASEK	chr17	+	4	1028
RNASEK-C17ORF49	chr17	+	8	1909
RNASEL	chr1	-	7	4241
RNASET2	chr6	-	9	1250
RND1	chr12	-	5	1665
RND2	chr17	+	5	4152
RND3	chr2	-	6	2682
RNF10	chr12	+	17	3847
RNF103	chr2	-	5	5096
RNF103-VPS24	chr2	-	8	3373
RNF11	chr1	+	3	3074
RNF111	chr15	+	14	5537
RNF112	chr17	+	14	3228
RNF113A	chrX	-	1	1297
RNF113B	chr13	-	2	1378
RNF114	chr20	+	6	2467
RNF115	chr1	+	9	1675
RNF121	chr11	+	10	2744
RNF122	chr8	-	6	1868
RNF123	chr3	+	39	4255
RNF125	chr18	+	6	5888
RNF126	chr19	-	9	1650
RNF126P1	chr17	+	1	1318
RNF128	chrX	+	8	3411
RNF13	chr3	+	11	2964
RNF130	chr5	-	9	1847
RNF133	chr7	-	1	1443
RNF135	chr17	+	6	2220
RNF138	chr18	+	8	3664
RNF138P1	chr5	-	1	5701
RNF139	chr8	+	2	3312
RNF14	chr5	+	10	4523
RNF141	chr11	-	6	4084
RNF144A	chr2	+	9	5739
RNF144B	chr6	+	8	5036
RNF145	chr5	-	15	4312
RNF146	chr6	+	8	2908
RNF148	chr7	-	1	1302
RNF149	chr2	-	7	2968
RNF150	chr4	-	7	4661
RNF151	chr16	+	4	796
RNF152	chr18	-	2	1805
RNF157	chr17	-	19	4891
RNF165	chr18	+	8	5276
RNF166	chr16	-	7	2711
RNF167	chr17	+	10	1708
RNF168	chr3	-	6	5344
RNF169	chr11	+	6	7823
RNF17	chr13	+	36	5107
RNF170	chr8	-	8	5479
RNF175	chr4	-	9	1569
RNF180	chr5	+	8	5060
RNF181	chr2	+	5	716
RNF182	chr6	+	6	3797
RNF183	chr9	-	2	1210
RNF185	chr22	+	8	3477
RNF186	chr1	-	1	1250
RNF187	chr1	+	4	3133
RNF19A	chr8	-	12	4563
RNF19B	chr1	-	9	2606
RNF2	chr1	+	7	3551
RNF20	chr9	+	20	3940
RNF207	chr1	+	18	3971
RNF208	chr9	-	1	1077
RNF212	chr4	-	11	3097
RNF213	chr17	+	69	20852
RNF214	chr11	+	16	2734
RNF215	chr22	-	9	1920
RNF216	chr7	-	17	5850
RNF216L	chr7	+	8	2430
RNF217	chr6	+	9	1784
RNF219	chr13	-	6	3534
RNF220	chr1	+	15	3010
RNF222	chr17	-	3	3066
RNF223	chr1	-	2	1122
RNF224	chr9	+	3	1503
RNF24	chr20	-	8	3560
RNF25	chr2	-	10	1561
RNF26	chr11	+	1	2786
RNF31	chr14	+	21	3556
RNF32	chr7	+	10	2094
RNF34	chr12	+	7	2075
RNF38	chr9	-	14	5560
RNF39	chr6	-	4	2170
RNF39	chr6_apd_hap1	-	4	2170
RNF39	chr6_cox_hap2	-	4	2170
RNF39	chr6_dbb_hap3	-	4	2170
RNF39	chr6_mann_hap4	-	4	2170
RNF39	chr6_mcf_hap5	-	4	2170
RNF39	chr6_qbl_hap6	-	4	2165
RNF39	chr6_ssto_hap7	-	4	215
RNF4	chr4	+	10	3674
RNF40	chr16	+	20	6019
RNF41	chr12	-	10	5712
RNF43	chr17	-	10	4557
RNF44	chr5	-	11	4153
RNF5	chr6	+	6	1137
RNF5	chr6_apd_hap1	+	6	1137
RNF5	chr6_cox_hap2	+	6	1137
RNF5	chr6_mann_hap4	+	6	1137
RNF5	chr6_mcf_hap5	+	6	1137
RNF5	chr6_qbl_hap6	+	6	1137
RNF5	chr6_ssto_hap7	+	6	110
RNF5P1	chr6	+	6	1064
RNF5P1	chr6_apd_hap1	+	6	1064
RNF5P1	chr6_cox_hap2	+	6	1064
RNF5P1	chr6_mann_hap4	+	6	1064
RNF5P1	chr6_mcf_hap5	+	6	1064
RNF5P1	chr6_qbl_hap6	+	6	1064
RNF5P1	chr6_ssto_hap7	+	6	103
RNF5P1	chr8	-	1	1083
RNF6	chr13	-	7	3938
RNF7	chr3	+	4	2265
RNF8	chr6	+	8	5631
RNFT1	chr17	-	9	2016
RNFT2	chr12	+	12	2898
RNGTT	chr6	-	16	4463
RNH1	chr11	-	12	2199
RNLS	chr10	-	8	3585
RNMT	chr18	+	12	6203
RNMTL1	chr17	+	4	1801
RNPC3	chr1	+	15	1885
RNPEP	chr1	+	11	2413
RNPEPL1	chr2	+	11	3018
RNPS1	chr16	-	9	2453
RNU11	chr1	+	1	135
RNU12	chr22	+	1	149
RNU4ATAC	chr2	+	1	130
RNU5D-1	chr5	+	2	64
RNU5E-1	chr5	+	2	65
RNU5F-1	chr1	+	3	72
RNU6ATAC	chr9	-	1	125
RNU86	chr22	-	1	55
RNY4	chr6	+	1	34
RNY5	chr12	-	2	46
ROBO1	chr3	-	33	7901
ROBO2	chr3	+	26	8690
ROBO3	chr11	+	28	4554
ROBO4	chr11	-	18	3837
ROCK1	chr18	-	33	6648
ROCK1P1	chr18	+	5	2460
ROCK2	chr2	-	33	6401
ROD1	chr9	-	15	7271
ROGDI	chr16	-	11	1458
ROM1	chr11	+	3	1878
ROMO1	chr20	+	3	461
ROPN1	chr3	-	7	1103
ROPN1B	chr3	+	6	1000
ROPN1L	chr5	+	5	1078
ROR1	chr1	+	9	4101
ROR2	chr9	-	9	4097
RORA	chr15	-	16	11535
RORB	chr9	+	10	3604
RORC	chr1	-	12	3214
ROS1	chr6	-	43	7368
RP1	chr8	+	4	7100
RP11-165H20.1	chr1	+	8	2803
RP1-177G6.2	chrX	+	3	1971
RP1L1	chr8	-	4	7977
RP2	chrX	+	5	3829
RP9	chr7	-	6	1120
RP9P	chr7	-	6	1297
RPA1	chr17	+	17	4345
RPA2	chr1	-	9	1720
RPA3	chr7	-	8	1594
RPA4	chrX	+	1	1544
RPAIN	chr17	+	6	3286
RPAP1	chr15	-	25	4671
RPAP2	chr1	+	13	3112
RPAP3	chr12	-	17	3687
RPE	chr2	+	7	2551
RPE65	chr1	-	14	2608
RPF1	chr1	+	9	1975
RPF2	chr6	+	10	949
RPGR	chrX	-	19	5717
RPGRIP1	chr14	+	24	3946
RPGRIP1L	chr16	-	27	6182
RPH3A	chr12	+	22	4592
RPH3AL	chr17	-	10	2754
RPIA	chr2	+	9	1834
RPL10	chrX	+	7	2318
RPL10A	chr6	+	6	719
RPL10L	chr14	-	1	809
RPL11	chr1	+	6	634
RPL12	chr9	-	7	660
RPL13	chr16	+	5	4726
RPL13A	chr19	+	8	1126
RPL13AP17	chr7	+	6	1790
RPL13AP20	chr12	+	1	660
RPL13AP3	chr14	+	1	1473
RPL13AP5	chr19	+	8	658
RPL13AP6	chr10	-	1	653
RPL13P5	chr12	+	1	624
RPL14	chr3	+	6	946
RPL15	chr3	+	4	1991
RPL17	chr18	-	7	1163
RPL17-C18ORF32	chr18	-	8	2049
RPL18	chr19	-	7	641
RPL18A	chr19	+	5	618
RPL19	chr17	+	6	732
RPL19P12	chr7	-	1	1134
RPL21	chr13	+	6	566
RPL21P28	chr13	+	6	562
RPL21P44	chr4	-	1	1784
RPL22	chr1	-	4	2085
RPL22L1	chr3	-	4	1962
RPL23	chr17	-	5	577
RPL23A	chr17	+	5	970
RPL23AP32	chr2	+	1	620
RPL23AP53	chr8	-	4	5788
RPL23AP64	chr11	-	1	633
RPL23AP7	chr2	-	6	1873
RPL23AP82	chr22	+	5	1864
RPL23P8	chr7	+	1	523
RPL24	chr3	-	6	562
RPL26	chr17	-	4	582
RPL26L1	chr5	+	4	710
RPL27	chr17	+	5	490
RPL27A	chr11	+	5	4879
RPL28	chr19	+	5	5183
RPL29	chr3	-	4	695
RPL29P2	chr17	+	1	649
RPL3	chr22	-	10	1338
RPL30	chr8	-	5	554
RPL31	chr2	+	5	1481
RPL31P11	chr1	-	1	1548
RPL32	chr3	-	4	1859
RPL32P3	chr3	-	4	2075
RPL34	chr4	+	6	1014
RPL35	chr9	-	4	460
RPL35A	chr3	+	5	483
RPL36	chr19	+	4	604
RPL36A	chrX	+	5	2911
RPL36A-HNRNPH2	chrX	+	5	2659
RPL36AL	chr14	-	2	522
RPL37	chr5	-	4	1570
RPL37A	chr2	+	4	418
RPL38	chr17	+	5	392
RPL39	chrX	-	3	401
RPL39L	chr3	-	3	703
RPL3L	chr16	-	10	1529
RPL4	chr15	-	10	1441
RPL41	chr12	+	3	584
RPL5	chr1	+	8	1031
RPL6	chr12	-	7	1130
RPL7	chr8	-	7	837
RPL7A	chr9	+	8	890
RPL7L1	chr6	+	6	1275
RPL8	chr8	-	7	975
RPL9	chr4	-	8	896
RPLP0	chr12	-	8	1264
RPLP0P2	chr11	+	5	3525
RPLP1	chr15	+	4	512
RPLP2	chr11	+	5	493
RPN1	chr3	-	10	2341
RPN2	chr20	+	18	2555
RPP14	chr3	+	6	3500
RPP21	chr6	+	5	587
RPP21	chr6_apd_hap1	+	5	587
RPP21	chr6_cox_hap2	+	5	587
RPP21	chr6_dbb_hap3	+	5	587
RPP21	chr6_mann_hap4	+	5	589
RPP21	chr6_qbl_hap6	+	5	587
RPP21	chr6_ssto_hap7	+	5	57
RPP25	chr15	-	1	2333
RPP30	chr10	+	14	5794
RPP38	chr10	+	3	1656
RPP40	chr6	-	8	1159
RPPH1	chr14	-	1	341
RPRD1A	chr18	-	7	4267
RPRD1B	chr20	+	7	3872
RPRD2	chr1	+	11	7818
RPRM	chr2	-	1	1471
RPRML	chr17	-	1	1093
RPS10	chr6	-	6	880
RPS10-NUDT3	chr6	-	9	2527
RPS10P7	chr1	+	1	689
RPS11	chr19	+	5	609
RPS12	chr6	+	6	503
RPS13	chr11	-	6	529
RPS14	chr5	-	5	786
RPS15	chr19	+	4	531
RPS15A	chr16	-	5	543
RPS15AP10	chr1	-	1	906
RPS16	chr19	-	5	590
RPS17	chr15	-	10	970
RPS17L	chr15	-	10	970
RPS18	chr6	+	6	542
RPS18	chr6_cox_hap2	+	6	542
RPS18	chr6_dbb_hap3	+	6	542
RPS18	chr6_mcf_hap5	+	6	542
RPS18	chr6_qbl_hap6	+	6	542
RPS18	chr6_ssto_hap7	+	2	14
RPS19	chr19	+	6	849
RPS19BP1	chr22	-	4	927
RPS2	chr16	-	7	942
RPS20	chr8	-	6	1321
RPS21	chr20	+	6	396
RPS23	chr5	-	4	3314
RPS24	chr10	+	8	2962
RPS25	chr11	-	5	492
RPS26	chr12	+	4	682
RPS26P11	chrX	+	1	553
RPS27	chr1	+	4	351
RPS27A	chr2	+	6	1373
RPS27L	chr15	-	4	1084
RPS28	chr19	+	4	382
RPS29	chr14	-	4	826
RPS2P32	chr7	+	1	1025
RPS3	chr11	+	7	841
RPS3A	chr4	+	6	905
RPS4X	chrX	-	7	956
RPS4Y1	chrY	+	7	897
RPS4Y2	chrY	+	7	888
RPS5	chr19	+	6	741
RPS6	chr9	-	6	829
RPS6KA1	chr1	+	23	3383
RPS6KA2	chr6	-	23	6053
RPS6KA3	chrX	-	22	7710
RPS6KA4	chr11	+	17	3137
RPS6KA5	chr14	-	17	4313
RPS6KA6	chrX	-	22	8205
RPS6KB1	chr17	+	15	5318
RPS6KB2	chr11	+	15	1770
RPS6KC1	chr1	+	15	4191
RPS6KL1	chr14	-	11	5195
RPS7	chr2	+	7	728
RPS7P5	chr1	+	2	953
RPS8	chr1	+	6	705
RPS9	chr19	+	5	713
RPSA	chr3	+	7	1147
RPSAP52	chr12	-	2	1143
RPSAP58	chr19	+	4	1379
RPSAP9	chr9	+	1	1440
RPTN	chr1	-	3	3569
RPTOR	chr17	+	34	6856
RPUSD1	chr16	-	6	2050
RPUSD2	chr15	+	3	1839
RPUSD3	chr3	-	9	1227
RPUSD4	chr11	-	7	2512
RQCD1	chr2	+	8	900
RRAD	chr16	-	5	1476
RRAGA	chr9	+	1	1650
RRAGB	chrX	+	11	2207
RRAGC	chr1	-	7	1432
RRAGD	chr6	-	7	4926
RRAS	chr19	-	6	983
RRAS2	chr11	-	8	2752
RRBP1	chr20	-	26	3792
RREB1	chr6	+	14	8905
RRH	chr4	+	7	1556
RRM1	chr11	+	19	3191
